City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
136,Chicama,-7.8447,-79.1469,75.2,83,90,5.75,PE,2021-03-08 22:09:55
137,Adrar,20.5022,-10.0711,65.19,30,0,9.17,MR,2021-03-08 22:09:56
138,Surt,31.2089,16.5887,65.32,63,0,5.14,LY,2021-03-08 22:09:57
139,Nava,28.4167,-100.7667,75.2,43,40,11.5,MX,2021-03-08 22:09:57
140,Umm Kaddadah,13.6017,26.6876,70.88,17,5,13.02,SD,2021-03-08 22:09:57
141,Inuvik,68.3499,-133.7218,1.4,60,0,4.61,CA,2021-03-08 22:09:58
142,Kaitangata,-46.2817,169.8464,62.01,63,75,5.01,NZ,2021-03-08 22:09:58
143,Nikolskoye,59.7035,30.7861,12.99,72,75,4.47,RU,2021-03-08 22:09:58
144,Sri Aman,1.2376,111.4621,73.4,100,98,0.83,MY,2021-03-08 22:09:59
145,Svetlogorsk,52.6333,29.7333,20.53,96,98,6.51,BY,2021-03-08 22:10:00
146,Kruisfontein,-34.0033,24.7314,60.01,84,100,2.53,ZA,2021-03-08 22:10:01
147,Mount Isa,-20.7333,139.5,78.8,69,27,5.75,AU,2021-03-08 22:10:02
148,New Norfolk,-42.7826,147.0587,60.01,63,38,3.0,AU,2021-03-08 22:10:02
149,Ribeira Grande,38.5167,-28.7,59.0,94,75,5.75,PT,2021-03-08 22:10:03
150,Vetlanda,57.4289,15.0776,17.6,86,98,3.31,SE,2021-03-08 22:10:03
151,Port Keats,-14.25,129.55,77.4,90,98,4.81,AU,2021-03-08 22:10:03
152,Thoen,17.6129,99.2161,71.01,36,0,0.98,TH,2021-03-08 22:10:04
153,Thyboron,56.6985,8.2124,30.99,63,1,4.74,DK,2021-03-08 22:10:04
154,San Cristobal,7.7669,-72.225,84.2,61,40,5.75,VE,2021-03-08 22:07:10
155,Kavieng,-2.5744,150.7967,82.58,78,100,11.97,PG,2021-03-08 22:10:05
156,Cherskiy,68.75,161.3,-18.85,87,100,8.32,RU,2021-03-08 22:10:05
157,Bengkulu,-3.8004,102.2655,75.47,71,100,3.44,ID,2021-03-08 22:10:05
158,Changtu,42.7788,124.0955,31.69,91,0,13.62,CN,2021-03-08 22:10:05
159,Hofn,64.2539,-15.2082,41.76,79,100,5.93,IS,2021-03-08 22:10:06
160,Nisia Floresta,-6.0911,-35.2086,82.4,78,20,6.91,BR,2021-03-08 22:10:06
161,Khatanga,71.9667,102.5,-26.27,87,93,3.56,RU,2021-03-08 22:10:06
162,Paranaiba,-19.6772,-51.1908,74.61,82,18,0.72,BR,2021-03-08 22:08:59
163,Dandong,40.1292,124.3947,32.32,89,65,3.85,CN,2021-03-08 22:10:06
164,Qaanaaq,77.484,-69.3632,-8.37,65,63,7.09,GL,2021-03-08 22:10:07
165,Praia Da Vitoria,38.7333,-27.0667,59.0,100,75,0.89,PT,2021-03-08 22:10:07
166,Yanam,16.7333,82.2167,70.48,94,0,0.38,IN,2021-03-08 22:10:07
167,Taltal,-25.4,-70.4833,69.04,68,23,4.56,CL,2021-03-08 22:10:07
168,Katherine,-14.4667,132.2667,77.0,94,75,4.61,AU,2021-03-08 22:10:08
169,Boa Vista,2.8197,-60.6733,91.4,43,40,8.05,BR,2021-03-08 22:10:09
170,Miri,4.4148,114.0089,77.0,100,40,2.3,MY,2021-03-08 22:10:10
171,Santana Do Acarau,-3.4606,-40.2122,76.6,88,100,5.1,BR,2021-03-08 22:10:10
172,Margate,51.3813,1.3862,42.01,72,100,9.8,GB,2021-03-08 22:06:48
173,Wichita Falls,33.9137,-98.4934,71.6,35,1,18.41,US,2021-03-08 22:10:11
174,Ponta Do Sol,32.6667,-17.1,59.0,77,40,6.91,PT,2021-03-08 22:10:11
175,Port Macquarie,-31.4333,152.9167,69.01,100,93,3.76,AU,2021-03-08 22:10:11
176,Port Augusta,-32.5,137.7667,66.2,68,16,12.66,AU,2021-03-08 22:10:11
177,Torres,-29.3353,-49.7269,73.58,81,24,1.34,BR,2021-03-08 22:10:11
178,Guilin,25.2819,110.2864,50.0,93,75,4.47,CN,2021-03-08 22:09:31
179,Houma,29.5958,-90.7195,71.01,43,1,8.05,US,2021-03-08 22:10:12
180,Chiredzi,-21.05,31.6667,70.5,88,0,4.92,ZW,2021-03-08 22:10:13
181,Baruun-Urt,46.6806,113.2792,17.44,88,0,2.01,MN,2021-03-08 22:10:13
182,Zhuanghe,39.7008,122.9911,30.99,84,75,0.96,CN,2021-03-08 22:10:13
183,Thompson,55.7435,-97.8558,33.8,55,20,10.36,CA,2021-03-08 22:10:13
184,Airai,-8.9266,125.4092,59.61,100,99,0.69,TL,2021-03-08 22:10:14
185,Tutoia,-2.7619,-42.2744,80.82,80,100,12.71,BR,2021-03-08 22:10:14
186,Sorong,-0.8833,131.25,78.04,85,99,6.62,ID,2021-03-08 22:08:06
187,Anjozorobe,-18.4,47.8667,66.2,88,75,5.75,MG,2021-03-08 22:10:14
188,Hualmay,-11.0964,-77.6139,76.23,70,75,7.38,PE,2021-03-08 22:10:15
189,Ajdabiya,30.7554,20.2263,77.29,16,79,19.08,LY,2021-03-08 22:09:10
190,Mwanza,-2.5167,32.9,69.8,88,40,12.97,TZ,2021-03-08 22:10:15
191,Da Nang,16.0678,108.2208,75.2,88,20,2.3,VN,2021-03-08 22:10:16
192,Midland,31.9974,-102.0779,73.4,35,1,16.11,US,2021-03-08 22:05:22
193,Longyearbyen,78.2186,15.6401,14.0,79,20,8.05,SJ,2021-03-08 22:10:17
194,Waddan,29.1614,16.139,74.25,20,91,3.85,LY,2021-03-08 22:10:17
195,Vanimo,-2.6741,141.3028,77.32,85,78,5.53,PG,2021-03-08 22:10:17
196,Skjervoy,70.0311,20.9714,23.58,89,0,16.46,NO,2021-03-08 22:10:18
197,Sale,34.0389,-6.8166,59.0,100,75,6.67,MA,2021-03-08 22:10:18
198,Fort Nelson,58.8053,-122.7002,17.6,62,90,10.36,CA,2021-03-08 22:10:19
199,Omsukchan,62.5333,155.8,-22.79,80,0,2.04,RU,2021-03-08 22:10:19
200,Nanyang,32.9947,112.5328,38.86,91,35,2.82,CN,2021-03-08 22:09:13
201,Sao Joao Da Barra,-21.6403,-41.0511,75.2,88,90,13.8,BR,2021-03-08 22:05:32
202,Esso,55.9333,158.7,-6.5,81,61,5.5,RU,2021-03-08 22:10:20
203,Bang Mun Nak,16.0278,100.3792,84.0,60,15,6.55,TH,2021-03-08 22:10:20
204,Tocopilla,-22.092,-70.1979,70.74,66,28,4.25,CL,2021-03-08 22:10:20
205,Touba,8.2833,-7.6833,76.1,75,74,5.17,CI,2021-03-08 22:10:20
206,Morro Bay,35.3658,-120.8499,59.0,69,32,5.01,US,2021-03-08 22:10:21
207,Mananara,-16.1667,49.7667,75.06,89,76,4.61,MG,2021-03-08 22:10:21
208,Shache,38.4167,77.2406,46.15,51,88,1.32,CN,2021-03-08 22:10:21
209,Santa Isabel Do Rio Negro,-0.4139,-65.0192,78.4,95,100,1.74,BR,2021-03-08 22:10:22
210,Arman,59.7,150.1667,-10.93,78,0,3.31,RU,2021-03-08 22:10:22
211,Saint-Joseph,-21.3667,55.6167,77.0,73,0,8.05,RE,2021-03-08 22:10:22
212,Ust-Kan,50.9276,84.761,16.47,91,43,5.57,RU,2021-03-08 22:10:22
213,Portland,45.5234,-122.6762,53.01,46,90,9.22,US,2021-03-08 22:07:29
214,Ucluelet,48.9329,-125.5528,48.99,61,90,9.22,CA,2021-03-08 22:10:23
215,Hilo,19.7297,-155.09,75.2,83,75,12.66,US,2021-03-08 22:10:23
216,Tebingtinggi,3.3285,99.1625,75.2,100,20,3.44,ID,2021-03-08 22:10:24
217,Saint-Philippe,-21.3585,55.7679,77.0,73,0,8.05,RE,2021-03-08 22:10:24
218,Oga,46.4631,10.347,42.01,85,0,1.14,IT,2021-03-08 22:10:24
219,Henties Bay,-22.116,14.2845,65.01,80,0,16.44,NA,2021-03-08 22:10:24
220,Noumea,-22.2763,166.4572,80.01,61,0,2.3,NC,2021-03-08 22:07:33
221,Framlev,56.1566,10.0132,27.0,79,29,5.57,DK,2021-03-08 22:10:25
222,Mersing,2.4312,103.8405,78.8,83,72,11.5,MY,2021-03-08 22:10:25
223,Saskylakh,71.9167,114.0833,-30.1,82,75,3.44,RU,2021-03-08 22:10:26
224,Victoria,22.2855,114.1577,66.0,84,64,13.02,HK,2021-03-08 22:10:26
225,Smolenka,52.1352,113.4974,-2.2,78,6,4.47,RU,2021-03-08 22:10:26
226,Kirakira,-10.4544,161.9205,82.74,73,84,4.54,SB,2021-03-08 22:10:27
227,Labuhan,-6.8844,112.2051,77.7,83,80,8.7,ID,2021-03-08 22:10:28
228,Mahon,39.8885,4.2658,51.8,87,75,16.11,ES,2021-03-08 22:10:28
229,Nanortalik,60.1432,-45.2371,29.68,96,100,13.65,GL,2021-03-08 22:10:28
230,Collie,-33.3667,116.15,63.0,83,0,1.99,AU,2021-03-08 22:10:28
231,Leningradskiy,69.3833,178.4167,-12.87,87,100,2.77,RU,2021-03-08 22:10:28
232,Cockburn Town,21.4612,-71.1419,75.2,60,40,17.27,TC,2021-03-08 22:10:29
233,Auki,-8.7676,160.7034,81.46,75,39,3.11,SB,2021-03-08 22:10:29
234,Zuenoula,7.4292,-6.0431,79.68,72,91,5.64,CI,2021-03-08 22:10:30
235,Aabybro,57.1584,9.7367,26.6,80,24,2.3,DK,2021-03-08 22:10:09
236,Greenville,35.6127,-77.3663,57.0,24,1,3.44,US,2021-03-08 22:05:45
237,Karwar,14.8,74.1333,74.93,84,0,5.41,IN,2021-03-08 22:10:31
238,Orlik,52.5178,99.825,7.72,81,53,2.66,RU,2021-03-08 22:10:31
239,Kahului,20.8947,-156.47,71.6,88,90,17.27,US,2021-03-08 22:10:32
240,San Patricio,28.017,-97.5169,72.0,56,75,19.57,US,2021-03-08 22:10:32
241,Lasa,46.6166,10.7002,41.0,64,0,4.61,IT,2021-03-08 22:10:32
242,Arona,28.0996,-16.681,66.0,82,75,9.22,ES,2021-03-08 22:10:33
243,Katsuura,35.1333,140.3,45.0,81,75,11.5,JP,2021-03-08 22:09:12
244,Puerto Escondido,15.85,-97.0667,84.2,65,75,5.75,MX,2021-03-08 22:10:33
245,Mount Gambier,-37.8333,140.7667,55.4,94,90,6.91,AU,2021-03-08 22:10:33
246,Mayumba,-3.432,10.6554,79.45,88,96,3.69,GA,2021-03-08 22:10:34
247,Narsaq,60.9167,-46.05,28.4,74,90,3.44,GL,2021-03-08 22:10:34
248,Paragominas,-2.9667,-47.4833,75.04,95,100,4.56,BR,2021-03-08 22:10:35
249,Pevek,69.7008,170.3133,-14.91,88,100,12.06,RU,2021-03-08 22:10:35
250,Saint-Pierre,-21.3393,55.4781,77.0,69,0,8.05,RE,2021-03-08 22:10:35
251,Port Elizabeth,-33.918,25.5701,60.8,82,0,6.91,ZA,2021-03-08 22:10:36
252,Mar Del Plata,-38.0023,-57.5575,63.0,59,40,13.8,AR,2021-03-08 22:10:36
253,Hasaki,35.7333,140.8333,41.0,81,75,11.5,JP,2021-03-08 22:10:36
254,Bentiu,9.2333,29.8333,80.62,15,0,2.66,SS,2021-03-08 22:10:37
255,Bereda,43.2686,-7.5406,41.0,96,48,7.0,ES,2021-03-08 22:10:37
256,Obregon,11.9566,-85.9636,93.2,38,20,13.8,NI,2021-03-08 22:10:37
257,Onufriyivka,48.9072,33.4487,28.0,92,35,12.12,UA,2021-03-08 22:10:38
258,Ciudad Del Maiz,22.4,-99.6,68.0,39,70,7.0,MX,2021-03-08 22:07:15
259,Welkom,-27.9864,26.7066,72.19,36,54,8.59,ZA,2021-03-08 22:10:38
260,Iqaluit,63.7506,-68.5145,10.4,79,90,9.22,CA,2021-03-08 22:10:39
261,Beloha,-25.1667,45.05,71.76,79,0,9.91,MG,2021-03-08 22:07:27
262,Krupina,48.3554,19.0647,28.99,72,34,1.99,SK,2021-03-08 22:10:39
263,Tilichiki,60.4667,166.1,-20.29,86,95,2.55,RU,2021-03-08 22:10:40
264,Cao Bang,22.6667,106.25,67.8,87,87,4.74,VN,2021-03-08 22:10:40
265,Cabo San Lucas,22.8909,-109.9124,80.01,41,40,11.5,MX,2021-03-08 22:10:40
266,Coquimbo,-29.9533,-71.3436,68.0,73,0,10.36,CL,2021-03-08 22:07:49
267,Nouadhibou,20.931,-17.0347,63.1,80,0,26.55,MR,2021-03-08 22:10:41
268,Umarkot,25.3616,69.7362,68.11,74,0,10.02,PK,2021-03-08 22:10:41
269,Asau,46.4333,26.4,30.0,58,87,4.43,RO,2021-03-08 22:10:41
270,West Bay,19.3667,-81.4167,79.0,69,75,19.57,KY,2021-03-08 22:10:42
271,Bay Roberts,47.5999,-53.2648,28.99,62,99,1.01,CA,2021-03-08 22:10:42
272,Pouembout,-21.1333,164.9,78.57,70,0,4.27,NC,2021-03-08 22:10:42
273,Mahibadhoo,3.7833,72.9667,82.36,76,23,9.51,MV,2021-03-08 22:10:42
274,Mizusawa,39.1333,141.1333,30.2,90,0,1.66,JP,2021-03-08 22:10:43
275,Mandera,3.9366,41.867,78.42,53,0,15.48,KE,2021-03-08 22:10:43
276,Sisimiut,66.9395,-53.6735,12.83,93,92,7.23,GL,2021-03-08 22:10:43
277,Los Llanos De Aridane,28.6585,-17.9182,64.4,82,75,13.8,ES,2021-03-08 22:10:43
278,Tuy Hoa,13.0833,109.3,72.07,89,41,4.45,VN,2021-03-08 22:10:44
279,Pochutla,15.7432,-96.4661,89.01,45,90,11.5,MX,2021-03-08 22:10:44
280,Santa Cruz,-17.8,-63.1667,91.4,58,20,6.91,BO,2021-03-08 22:06:02
281,Nakhon Phanom,17.3333,104.4167,72.07,78,16,3.09,TH,2021-03-08 22:10:44
282,Kushmurun,52.4503,64.6311,14.32,95,99,18.14,KZ,2021-03-08 22:10:45
283,Rodeo,38.033,-122.2669,59.0,38,40,11.5,US,2021-03-08 22:10:45
284,Nova Venecia,-18.7106,-40.4006,77.79,84,93,6.51,BR,2021-03-08 22:10:45
285,Alamos,27.0167,-108.9333,87.67,13,99,7.02,MX,2021-03-08 22:10:46
286,Puerto Gaitan,4.3133,-72.0816,90.57,43,88,5.95,CO,2021-03-08 22:08:30
287,Acapulco,16.8634,-99.8901,84.2,70,75,12.66,MX,2021-03-08 22:10:46
288,Urubicha,-15.3833,-62.95,85.82,46,53,3.51,BO,2021-03-08 22:10:46
289,Pangnirtung,66.1451,-65.7125,-0.4,78,75,2.44,CA,2021-03-08 22:10:47
290,Kaitong,44.8135,123.15,30.97,92,0,10.22,CN,2021-03-08 22:10:47
291,Hervey Bay,-25.2986,152.8535,82.99,60,1,3.0,AU,2021-03-08 22:10:49
292,Codrington,-38.2667,141.9667,58.41,76,94,11.88,AU,2021-03-08 22:10:49
293,Newport,51.5877,-2.9984,42.01,81,29,7.16,GB,2021-03-08 22:10:50
294,Shinpokh,34.3292,71.1782,62.6,59,40,4.61,PK,2021-03-08 22:10:50
295,Ixtapa,20.7,-105.2,78.8,69,1,12.66,MX,2021-03-08 22:10:50
296,Kavaratti,10.5669,72.642,81.63,74,0,9.31,IN,2021-03-08 22:10:51
297,Kamenka,51.3223,42.7678,21.99,93,81,3.47,RU,2021-03-08 22:10:51
298,Mama,58.3106,112.8986,5.97,88,99,6.11,RU,2021-03-08 22:10:52
299,Cidreira,-30.1811,-50.2056,74.5,81,4,6.44,BR,2021-03-08 22:10:52
300,Trat,12.5,102.5,82.0,99,17,1.63,TH,2021-03-08 22:10:52
301,Yulara,-25.2406,130.9889,69.8,52,0,9.22,AU,2021-03-08 22:10:53
302,Meulaboh,4.1363,96.1285,75.52,86,81,4.34,ID,2021-03-08 22:07:13
303,Seredka,58.1584,28.1858,6.8,92,0,2.24,RU,2021-03-08 22:10:53
304,Kyren,51.6828,102.1408,21.96,83,0,3.87,RU,2021-03-08 22:10:53
305,Sitka,57.0531,-135.33,37.4,75,75,3.44,US,2021-03-08 22:10:13
306,Shamgarh,24.1833,75.6333,70.75,28,0,7.45,IN,2021-03-08 22:10:54
307,Plock,52.5468,19.7064,26.6,86,0,5.75,PL,2021-03-08 22:09:06
308,Lodja,-3.4833,23.4333,66.92,98,91,2.59,CD,2021-03-08 22:10:55
309,Manono,-7.3,27.4167,65.73,96,98,2.55,CD,2021-03-08 22:10:55
310,Huarmey,-10.0681,-78.1522,76.57,71,97,8.99,PE,2021-03-08 22:10:55
311,Jurm,36.8648,70.8342,41.2,59,100,4.83,AF,2021-03-08 22:10:55
312,Biak,-0.9131,122.8766,76.19,79,100,3.36,ID,2021-03-08 22:10:56
313,Meadow Lake,34.8014,-106.5436,70.0,19,20,5.75,US,2021-03-08 22:10:57
314,Balabac,7.9868,117.0645,81.03,77,43,14.29,PH,2021-03-08 22:10:57
315,Camacha,33.0833,-16.3333,59.0,67,40,18.41,PT,2021-03-08 22:10:57
316,Touros,-5.1989,-35.4608,80.6,78,20,6.91,BR,2021-03-08 22:10:58
317,Valdivia,-39.8142,-73.2459,77.0,38,0,3.44,CL,2021-03-08 22:07:45
318,Rawson,-43.3002,-65.1023,66.52,35,75,24.34,AR,2021-03-08 22:10:58
319,Naze,28.3667,129.4833,64.4,100,75,9.22,JP,2021-03-08 22:10:58
320,Luanda,-8.8368,13.2343,82.4,78,75,8.05,AO,2021-03-08 22:10:59
321,Gamboma,-1.8764,15.8644,73.63,82,0,2.57,CG,2021-03-08 22:10:59
322,Dutlwe,-23.9833,23.9,74.64,39,14,7.56,BW,2021-03-08 22:11:00
323,Misratah,32.3754,15.0925,61.23,83,0,10.47,LY,2021-03-08 22:11:00
324,Yeppoon,-23.1333,150.7333,77.0,73,0,2.3,AU,2021-03-08 22:11:00
325,Laurel,39.0993,-76.8483,53.01,22,1,5.75,US,2021-03-08 22:11:01
326,Matveyevka,52.15,56.1833,30.2,93,90,20.13,RU,2021-03-08 22:11:01
327,Vila Franca Do Campo,37.7167,-25.4333,55.4,82,20,6.91,PT,2021-03-08 22:11:02
328,Ahipara,-35.1667,173.1667,64.99,64,86,4.9,NZ,2021-03-08 22:11:02
329,Gbadolite,4.2833,21.0167,69.78,79,18,3.65,CD,2021-03-08 22:11:02
330,Takayama,36.1333,137.25,34.0,93,20,1.14,JP,2021-03-08 22:07:18
331,Ilulissat,69.2167,-51.1,17.6,73,90,4.61,GL,2021-03-08 22:11:03
332,Poso,-1.3959,120.7524,77.18,72,97,3.24,ID,2021-03-08 22:11:03
333,Hobyo,5.3505,48.5268,78.31,83,92,12.66,SO,2021-03-08 22:11:03
334,Sobolevo,54.4299,31.8996,9.18,95,22,7.2,RU,2021-03-08 22:11:04
335,Coolum Beach,-26.5333,153.1,78.01,77,45,3.0,AU,2021-03-08 22:11:04
336,Barra Patuca,15.8,-84.2833,79.02,81,43,10.78,HN,2021-03-08 22:11:04
337,Thaton,16.9206,97.3714,69.69,55,0,4.23,MM,2021-03-08 22:11:05
338,Dingle,10.9995,122.6711,73.85,90,1,7.38,PH,2021-03-08 22:11:05
339,Fukuma,33.7667,130.4667,42.8,81,75,2.3,JP,2021-03-08 22:11:05
340,Pampierstad,-27.7832,24.6877,65.68,38,9,1.99,ZA,2021-03-08 22:11:06
341,Liberty,31.8335,-81.5004,64.4,22,1,4.88,US,2021-03-08 22:11:06
342,Ponta Delgada,37.7333,-25.6667,55.4,82,20,6.91,PT,2021-03-08 22:11:06
343,Manaure,11.7751,-72.4445,85.17,57,100,22.08,CO,2021-03-08 22:11:07
344,Constitucion,-35.3333,-72.4167,68.54,49,0,13.35,CL,2021-03-08 22:09:20
345,Bathsheba,13.2167,-59.5167,80.6,57,20,19.57,BB,2021-03-08 22:11:07
346,Turangi,-39.0,175.9333,60.37,54,34,3.4,NZ,2021-03-08 22:11:07
347,Derzhavinsk,51.1,66.3167,7.12,93,30,17.83,KZ,2021-03-08 22:11:08
348,Khasan,42.4308,130.6434,31.35,97,0,2.51,RU,2021-03-08 22:11:08
349,Carutapera,-1.195,-46.02,76.33,93,100,8.39,BR,2021-03-08 22:11:08
350,Bandarbeyla,9.4942,50.8122,76.64,79,89,11.23,SO,2021-03-08 22:11:09
351,Kalmunai,7.4167,81.8167,78.26,79,38,5.86,LK,2021-03-08 22:11:09
352,Kafanchan,9.5833,8.3,74.48,27,0,2.17,NG,2021-03-08 22:11:09
353,Praia,14.9215,-23.5087,68.0,73,20,23.02,CV,2021-03-08 22:11:10
354,Gospic,44.5461,15.3747,33.8,86,0,2.3,HR,2021-03-08 22:11:10
355,Osmena,10.5208,119.9258,80.92,78,73,19.91,PH,2021-03-08 22:11:10
356,Camana,-16.6228,-72.7111,75.78,74,53,9.4,PE,2021-03-08 22:11:11
357,Maryville,35.7565,-83.9705,64.0,16,75,11.5,US,2021-03-08 22:11:11
358,Saint Anthony,45.0205,-93.218,59.0,23,1,4.0,US,2021-03-08 22:11:12
359,Pundaguitan,6.3711,126.1689,79.25,80,99,8.5,PH,2021-03-08 22:11:12
360,Soanierana Ivongo,-16.9167,49.5833,75.83,87,76,5.79,MG,2021-03-08 22:11:14
361,Machiques,10.0644,-72.545,89.8,46,39,14.63,VE,2021-03-08 22:11:14
362,Yurga,55.7231,84.8861,9.75,95,78,12.5,RU,2021-03-08 22:11:15
363,Carbonia,39.1672,8.5222,57.99,100,40,3.44,IT,2021-03-08 22:11:15
364,Curuguaty,-24.4694,-55.6945,77.09,51,0,3.83,PY,2021-03-08 22:11:15
365,Vikhorevka,56.1201,101.1636,19.4,58,100,8.95,RU,2021-03-08 22:11:16
366,Yandyki,45.7691,47.1258,33.8,91,100,12.21,RU,2021-03-08 22:11:16
367,Broken Hill,-31.95,141.4333,66.2,59,48,11.5,AU,2021-03-08 22:11:16
368,Alice Springs,-23.7,133.8833,71.6,43,39,3.44,AU,2021-03-08 22:11:17
369,Daru,-9.0763,143.2092,81.23,80,77,7.25,PG,2021-03-08 22:11:17
370,Taoudenni,22.6783,-3.9836,72.39,21,0,8.41,ML,2021-03-08 22:11:18
371,Shitanjing,39.2342,106.3439,37.44,64,31,4.81,CN,2021-03-08 22:11:18
372,Padang,-0.9492,100.3543,75.2,94,40,2.3,ID,2021-03-08 22:11:18
373,Flinders,-34.5833,150.8552,73.0,75,7,4.0,AU,2021-03-08 22:11:19
374,Dayong,25.0209,118.2898,60.8,77,75,2.24,CN,2021-03-08 22:11:19
375,Saint-Augustin,51.226,-58.6502,20.48,94,89,6.8,CA,2021-03-08 22:11:19
376,Simpang,-1.2667,104.0833,74.44,95,100,3.74,ID,2021-03-08 22:07:25
377,Kudahuvadhoo,2.6708,72.8944,82.63,76,2,10.04,MV,2021-03-08 22:11:20
378,Tando Muhammad Khan,25.123,68.5358,68.11,78,0,10.87,PK,2021-03-08 22:09:18
379,Dalnerechensk,45.9339,133.7225,24.46,95,53,16.08,RU,2021-03-08 22:11:21
380,Inhambane,-23.865,35.3833,74.59,73,0,9.31,MZ,2021-03-08 22:11:21
381,Mombetsu,44.3525,143.3525,22.17,92,0,7.58,JP,2021-03-08 22:11:21
382,Vila Velha,-20.3297,-40.2925,84.0,94,75,3.44,BR,2021-03-08 22:11:22
383,Atyrau,47.1167,51.8833,30.2,86,40,11.18,KZ,2021-03-08 22:11:22
384,Gimli,50.6336,-96.9907,41.0,75,14,10.36,CA,2021-03-08 22:11:22
385,Kosh-Agach,50.0,88.6667,7.86,85,24,1.59,RU,2021-03-08 22:11:23
386,Kabinda,-6.1333,24.4833,65.3,98,73,3.2,CD,2021-03-08 22:11:23
387,Patti,31.2808,74.8572,64.4,63,0,4.61,IN,2021-03-08 22:11:23
388,Wlodawa,51.55,23.55,25.0,90,74,7.27,PL,2021-03-08 22:11:23
389,Cameron Park,38.6688,-120.9872,54.0,46,29,3.0,US,2021-03-08 22:11:24
390,Tahta,26.7693,31.5021,64.4,25,0,9.22,EG,2021-03-08 22:11:24
391,Raymondville,26.4815,-97.7831,75.2,56,90,16.11,US,2021-03-08 22:11:24
392,Antalaha,-14.9003,50.2788,74.61,93,100,3.33,MG,2021-03-08 22:11:25
393,Posse,-14.0931,-46.3694,72.07,85,80,0.78,BR,2021-03-08 22:11:26
394,Papetoai,-17.4961,-149.8729,87.8,66,75,18.41,PF,2021-03-08 22:11:26
395,Nongan,44.382,125.1685,33.8,60,0,17.9,CN,2021-03-08 22:11:26
396,Ntungamo,-0.8833,29.65,64.8,89,98,1.1,UG,2021-03-08 22:11:27
397,Xining,36.6167,101.7667,32.59,80,57,2.59,CN,2021-03-08 22:10:02
398,Belle Fourche,44.6714,-103.8522,61.0,31,1,4.61,US,2021-03-08 22:11:27
399,Bireun,5.203,96.7009,76.14,82,5,4.29,ID,2021-03-08 22:11:28
400,Mugur-Aksy,50.35,90.5,13.6,81,92,5.84,RU,2021-03-08 22:11:28
