City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Sarai Naurang,PK,32.8259,70.7814,64.11,58,91,3.04,overcast clouds
346,Turinskaya Sloboda,RU,57.6232,64.3858,4.37,93,41,8.5,scattered clouds
347,Cabo San Lucas,MX,22.8909,-109.9124,78.8,36,75,6.91,broken clouds
348,Mana,GF,5.6592,-53.7767,74.03,96,100,10.18,light rain
349,Bilibino,RU,68.0546,166.4372,5.27,95,100,1.68,light snow
350,Kasongo-Lunda,CD,-6.4667,16.8167,70.68,95,99,1.01,overcast clouds
351,Chicama,PE,-7.8447,-79.1469,75.2,83,0,11.5,clear sky
352,Tabora,TZ,-5.0167,32.8,63.43,83,63,3.38,broken clouds
353,Ambanja,MG,-13.6833,48.45,75.15,91,59,3.15,light rain
354,Victoria,HK,22.2855,114.1577,70.0,84,87,1.01,overcast clouds
355,Faranah,GN,10.0404,-10.7434,79.57,18,0,4.52,clear sky
356,Rawson,AR,-43.3002,-65.1023,71.06,37,0,11.83,clear sky
357,Muros,ES,42.7762,-9.0603,51.01,80,25,1.01,scattered clouds
358,Sibolga,ID,1.7427,98.7792,75.78,84,93,3.78,overcast clouds
359,Vung Tau,VN,10.346,107.0843,76.73,82,86,17.69,overcast clouds
360,Vanimo,PG,-2.6741,141.3028,81.28,82,52,3.24,broken clouds
361,Ilulissat,GL,69.2167,-51.1,10.4,67,44,3.53,scattered clouds
362,Arkadak,RU,51.9326,43.4978,4.06,94,76,9.98,broken clouds
363,Campo Verde,BR,-20.4167,-54.0667,80.6,61,40,6.91,scattered clouds
364,Concordia,AR,-31.393,-58.0209,86.0,54,96,3.62,overcast clouds
365,Zhangye,CN,38.9342,100.4517,48.15,13,0,7.36,clear sky
366,Yarmouth,US,41.7057,-70.2286,57.2,38,1,8.05,clear sky
367,Upernavik,GL,72.7868,-56.1549,-1.64,67,18,2.28,few clouds
368,Pangnirtung,CA,66.1451,-65.7125,-18.4,76,20,1.52,few clouds
369,Esperance,AU,-33.8667,121.9,55.4,76,90,5.75,overcast clouds
370,Takoradi,GH,4.8845,-1.7554,81.14,84,100,7.74,light rain
371,Sheridan,US,44.8333,-106.9173,50.0,25,1,10.36,clear sky
372,Huadian,CN,42.9633,126.7478,37.8,90,94,1.79,overcast clouds
373,Ibotirama,BR,-12.1853,-43.2206,76.53,51,76,2.77,broken clouds
374,Ust-Shonosha,RU,61.1531,41.343,12.25,90,99,10.8,overcast clouds
375,Silifke,TR,36.3778,33.9344,49.46,38,0,6.4,clear sky
376,Nizhniy Kuranakh,RU,58.8353,125.4869,9.84,91,49,6.42,scattered clouds
377,Tuatapere,NZ,-46.1333,167.6833,61.0,76,0,1.01,clear sky
378,Labytnangi,RU,66.6572,66.4183,14.9,79,100,22.08,overcast clouds
379,Leningradskiy,RU,69.3833,178.4167,15.67,83,100,9.6,overcast clouds
380,Viedma,AR,-40.8135,-62.9967,69.21,35,66,7.78,broken clouds
381,Andenes,NO,69.3143,16.1194,32.0,69,90,12.66,overcast clouds
382,Auki,SB,-8.7676,160.7034,85.17,66,19,4.88,few clouds
383,San Cristobal,VE,7.7669,-72.225,80.6,61,40,4.61,scattered clouds
384,San Angelo,US,31.4638,-100.437,80.01,53,40,18.41,scattered clouds
385,Xining,CN,36.6167,101.7667,35.85,39,0,2.57,clear sky
386,Airai,TL,-8.9266,125.4092,64.15,84,30,1.12,scattered clouds
387,Gdov,RU,58.7406,27.8122,35.17,94,100,17.98,overcast clouds
388,Prieska,ZA,-29.6641,22.7474,77.27,18,5,6.73,clear sky
389,Heyang,CN,26.1011,107.473,53.49,96,99,1.34,overcast clouds
390,Nouadhibou,MR,20.931,-17.0347,71.6,46,52,11.5,broken clouds
391,Antigonish,CA,45.6169,-61.9986,50.0,37,7,16.11,clear sky
392,Impfondo,CG,1.6381,18.0667,72.37,97,96,2.3,moderate rain
393,Loandjili,CG,-4.7561,11.8578,80.6,89,40,4.61,scattered clouds
394,Dhidhdhoo,MV,6.8833,73.1,82.58,76,17,11.23,few clouds
395,Naze,JP,28.3667,129.4833,62.6,63,75,9.22,broken clouds
396,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,13.8,scattered clouds
397,Samarai,PG,-10.6167,150.6667,84.27,74,92,9.69,overcast clouds
398,Pontes E Lacerda,BR,-15.2261,-59.3353,76.1,86,94,2.21,overcast clouds
399,Smiths Falls,CA,44.9001,-76.0161,42.8,42,59,17.27,broken clouds
400,Chapleau,CA,47.8405,-83.4034,15.8,45,20,12.66,few clouds
401,Pevek,RU,69.7008,170.3133,5.86,95,100,5.61,light snow
402,Rapid Valley,US,44.0625,-103.1463,50.0,43,90,16.11,overcast clouds
403,Ballina,AU,-28.8667,153.5667,73.99,88,75,3.44,broken clouds
404,Skjervoy,NO,70.0311,20.9714,27.25,68,100,14.16,overcast clouds
405,Talmenka,RU,53.8183,83.5677,6.8,72,0,8.95,clear sky
406,Kailua,US,21.4022,-157.7394,80.6,65,75,13.8,broken clouds
407,Abashiri,JP,44.0213,144.2697,28.0,73,0,3.0,clear sky
408,Bingol,TR,38.8847,40.4939,23.27,50,0,9.66,clear sky
409,Alofi,NU,-19.0595,-169.9187,82.4,74,12,6.91,few clouds
410,Dzaoudzi,YT,-12.7887,45.2699,78.8,89,0,2.3,clear sky
411,Toamasina,MG,-18.1667,49.3833,73.4,94,40,4.61,light rain
412,Hit,IQ,33.6416,42.8251,51.82,30,0,15.46,clear sky
413,Misratah,LY,32.3754,15.0925,58.01,62,99,9.51,overcast clouds
414,Louga,RU,58.7372,29.8453,35.22,96,100,13.13,overcast clouds
415,Rudbar,AF,30.15,62.6,75.16,24,76,21.72,broken clouds
416,Postojna,SI,45.7769,14.2167,42.01,91,100,7.0,overcast clouds
417,Felipe Carrillo Puerto,MX,19.5833,-88.05,80.6,61,42,7.07,scattered clouds
418,Ancud,CL,-41.8697,-73.8203,63.0,72,0,8.05,clear sky
419,Sola,VU,-13.8833,167.55,82.08,75,100,16.28,overcast clouds
420,Vredendal,ZA,-31.6683,18.5012,66.61,54,68,2.48,broken clouds
421,Puhja,EE,58.3419,26.3147,37.99,87,90,16.11,overcast clouds
422,Butler,US,39.4501,-84.5666,57.2,33,1,8.05,clear sky
423,Tome,CL,-36.6167,-72.95,69.8,60,0,8.05,clear sky
424,Gayny,RU,60.3071,54.3241,5.92,94,66,7.29,broken clouds
425,Zagare,LT,56.3592,23.25,37.4,87,90,12.66,overcast clouds
426,Baykalsk,RU,51.5058,104.1469,31.01,64,83,5.95,broken clouds
427,Paragominas,BR,-2.9667,-47.4833,73.56,95,100,2.37,overcast clouds
428,Onverwacht,SR,5.5833,-55.1833,75.2,94,40,1.14,heavy intensity rain
429,Astana,KZ,51.1801,71.446,-14.8,76,40,6.71,scattered clouds
430,Dongsheng,CN,39.8161,109.9776,37.35,53,0,6.15,clear sky
431,Tanza,PH,14.6753,120.9389,77.0,83,90,3.44,overcast clouds
432,Ixtapa,MX,20.7,-105.2,78.8,57,1,10.36,clear sky
433,Beringovskiy,RU,63.05,179.3167,32.16,93,100,34.14,snow
434,Ingham,US,42.6,-84.3833,44.01,39,1,16.11,clear sky
435,Colac,AU,-38.3333,143.5833,69.01,19,97,8.01,light rain
436,High Level,CA,58.5169,-117.136,28.4,50,75,10.36,broken clouds
437,Kloulklubed,PW,7.0419,134.2556,78.8,94,90,2.8,light rain
438,Wawa,NG,9.9022,4.4192,83.77,46,83,3.31,broken clouds
439,Sainte-Marie,RE,-20.8968,55.5496,77.0,69,0,10.36,clear sky
440,Grand Gaube,MU,-20.0064,57.6608,75.0,76,99,4.0,overcast clouds
441,Poso,ID,-1.3959,120.7524,75.99,83,100,6.85,overcast clouds
442,Verkhniye Tatyshly,RU,56.2912,55.8575,0.86,97,57,8.43,broken clouds
443,Kizukuri,JP,40.8061,140.3861,43.0,93,75,3.44,broken clouds
444,High Prairie,CA,55.4334,-116.4858,46.4,34,100,2.3,overcast clouds
445,Nusaybin,TR,37.0778,41.2178,41.95,37,0,19.08,clear sky
446,Zaysan,KZ,47.4667,84.8667,30.34,73,99,0.92,snow
447,Lompoc,US,34.6391,-120.4579,57.99,67,20,14.97,few clouds
448,Sitka,US,57.0531,-135.33,35.6,60,90,6.91,light snow
449,Kiama,AU,-34.6833,150.8667,79.0,75,0,8.01,clear sky
450,Kamenka,RU,51.3223,42.7678,10.0,84,42,10.67,scattered clouds
451,Mingshui,CN,36.7167,117.5,53.01,68,62,2.89,broken clouds
452,Maxixe,MZ,-23.8597,35.3472,75.58,89,5,10.42,light rain
453,Sur,OM,22.5667,59.5289,79.02,38,0,14.25,clear sky
454,Karaton,ID,-6.3424,106.1045,78.01,94,20,4.61,haze
455,Bonthe,SL,7.5264,-12.505,80.6,81,71,10.8,broken clouds
456,Morondava,MG,-20.2833,44.2833,79.86,76,0,8.14,clear sky
457,Safranbolu,TR,41.2508,32.6942,32.38,73,65,0.81,broken clouds
458,Vysokogornyy,RU,50.1167,139.15,22.78,91,95,7.14,overcast clouds
459,Ghedi,IT,45.4011,10.2793,48.99,100,27,1.41,mist
460,Sanchor,IN,24.7553,71.7722,69.55,41,0,6.33,clear sky
461,Lashio,MM,22.9333,97.75,55.67,46,0,1.39,clear sky
462,Cordoba,AR,-31.4135,-64.1811,71.6,78,0,4.61,clear sky
463,Revda,RU,56.801,59.9303,5.0,72,0,8.95,clear sky
464,San Andres,CO,12.5847,-81.7006,84.2,65,75,11.5,broken clouds
465,Pisco,PE,-13.7,-76.2167,78.8,69,0,11.5,clear sky
466,Van Buren,US,35.4368,-94.3483,75.2,64,90,4.61,overcast clouds
467,Bonfim,BR,3.0833,-59.95,79.02,74,88,7.65,overcast clouds
468,Fort Nelson,CA,58.8053,-122.7002,30.2,47,90,10.36,overcast clouds
469,Brae,GB,60.3964,-1.353,41.0,81,75,26.46,broken clouds
470,Launceston,AU,-41.45,147.1667,68.0,77,90,19.57,overcast clouds
471,Bahia Blanca,AR,-38.7196,-62.2724,77.97,23,48,10.63,scattered clouds
472,Bataipora,BR,-22.2953,-53.2711,76.01,60,0,1.86,clear sky
473,Shieli,KZ,44.1667,66.75,16.45,65,100,26.28,overcast clouds
474,Poum,NC,-20.2333,164.0167,79.75,71,26,10.89,scattered clouds
475,Palembang,ID,-2.9167,104.7458,77.0,94,40,3.44,light rain
476,Uyemskiy,RU,64.4743,40.8524,17.6,62,0,4.47,clear sky
477,Elizabeth City,US,36.2946,-76.2511,75.2,43,1,12.66,clear sky
478,Tshela,CD,-4.9833,12.9333,74.7,99,100,3.4,overcast clouds
479,Khovu-Aksy,RU,51.1333,93.6,22.68,66,94,6.87,overcast clouds
480,Siirt,TR,37.9326,41.9403,32.25,65,0,6.85,clear sky
481,Farsund,NO,58.0948,6.8047,39.99,91,5,9.1,clear sky
482,Porto Velho,BR,-8.7619,-63.9039,77.0,88,75,6.91,broken clouds
483,Port Blair,IN,11.6667,92.75,79.45,68,53,6.33,broken clouds
484,Opuwo,NA,-18.0607,13.84,68.85,56,35,2.24,scattered clouds
485,Valle Hermoso,MX,25.6667,-97.8333,78.8,78,75,21.85,broken clouds
486,Ahero,KE,-0.1746,34.9163,68.09,51,83,5.39,broken clouds
487,Miyako,JP,39.6367,141.9525,43.77,65,83,0.92,broken clouds
488,Nyurba,RU,63.2842,118.3319,-0.8,97,60,5.12,broken clouds
489,Adrar,MR,20.5022,-10.0711,64.18,17,3,9.62,clear sky
490,Huron,US,41.1501,-82.5499,51.01,39,57,5.01,broken clouds
491,Sassandra,CI,4.95,-6.0833,78.75,88,25,6.87,scattered clouds
492,Nanortalik,GL,60.1432,-45.2371,14.85,69,1,9.78,clear sky
493,Weligama,LK,5.9667,80.4167,73.56,88,12,7.05,few clouds
494,Rawatsar,IN,29.2833,74.3833,64.45,62,0,5.82,clear sky
495,Suicheng,CN,33.8963,117.9331,44.92,91,85,4.29,overcast clouds
496,Yuanping,CN,38.7153,112.7575,41.18,91,1,1.07,clear sky
497,Syracuse,IT,37.0881,15.2792,53.6,87,0,11.5,clear sky
498,Esmeralda,CU,21.8525,-78.1169,78.8,50,40,18.41,scattered clouds
499,Trzebiatow,PL,54.0615,15.2648,43.0,64,100,19.44,overcast clouds
500,Ramganj,BD,23.1,90.85,74.61,63,10,5.84,clear sky
501,Oranjestad,AW,12.524,-70.027,82.4,65,20,16.11,few clouds
502,Gubkinskiy,RU,64.434,76.5026,1.2,92,100,24.92,overcast clouds
503,Las Margaritas,MX,16.3167,-91.9833,73.09,40,18,13.11,few clouds
504,Punta Alta,AR,-38.8759,-62.0736,76.17,32,51,14.7,broken clouds
505,Maumere,ID,-8.6199,122.2111,79.92,78,80,1.83,broken clouds
506,Larsnes,NO,62.2028,5.5773,39.0,84,98,11.01,overcast clouds
507,Hovd,MN,48.0056,91.6419,30.24,22,65,5.14,broken clouds
508,Ginir,ET,7.1333,40.7,59.11,58,47,4.83,scattered clouds
509,Nuqui,CO,5.7125,-77.2708,78.39,80,89,2.64,overcast clouds
510,Moss Vale,AU,-34.55,150.3833,75.99,94,90,8.05,overcast clouds
511,Soe,ID,-9.8607,124.284,69.4,88,93,1.72,overcast clouds
512,Ntungamo,UG,-0.8833,29.65,67.17,64,89,3.36,overcast clouds
513,Shugurovo,RU,54.5083,52.1326,3.11,95,0,6.13,clear sky
514,Fort Walton Beach,US,30.4058,-86.6188,72.0,68,40,8.05,scattered clouds
515,Akureyri,IS,65.6835,-18.0878,30.2,80,75,10.36,light snow
516,Vestmannaeyjar,IS,63.4427,-20.2734,35.51,60,100,18.5,overcast clouds
517,Champa,IN,22.05,82.65,77.04,31,65,11.95,broken clouds
518,Matara,LK,5.9485,80.5353,73.96,87,5,9.08,clear sky
519,Saint-Joseph,RE,-21.3667,55.6167,77.0,69,0,8.05,clear sky
520,Vaitape,PF,-16.5167,-151.75,82.96,65,48,3.36,scattered clouds
521,Port Macquarie,AU,-31.4333,152.9167,80.01,100,40,1.14,scattered clouds
522,Najran,SA,17.4924,44.1277,69.8,21,0,4.61,clear sky
523,Husavik,IS,66.0449,-17.3389,30.2,80,75,10.36,light snow
524,Azul,AR,-36.777,-59.8585,70.3,32,46,6.96,scattered clouds
525,Panaba,MX,21.2833,-88.2667,80.28,60,31,18.28,scattered clouds
526,La Ronge,CA,55.1001,-105.2842,41.0,36,74,8.05,broken clouds
527,Ugoofaaru,MV,5.6667,73.0,82.58,77,48,14.76,scattered clouds
528,Salmas,IR,38.1973,44.7653,32.0,59,90,11.5,light snow
529,Tura,IN,25.5198,90.2201,68.04,56,0,2.68,clear sky
530,Mackay,AU,-21.15,149.2,80.01,88,75,4.61,broken clouds
531,Mitu,CO,1.1983,-70.1733,73.78,97,100,2.28,overcast clouds
532,Cabedelo,BR,-6.9811,-34.8339,80.6,74,20,8.05,few clouds
533,Abrau-Dyurso,RU,44.69,37.59,26.6,68,100,4.47,overcast clouds
534,Tecoanapa,MX,16.5167,-98.75,84.24,62,0,9.84,clear sky
535,Rafai,CF,4.95,23.9167,74.95,61,100,2.28,overcast clouds
536,Talnakh,RU,69.4865,88.3972,-8.75,97,100,18.45,snow
537,Dwarka,IN,22.2394,68.9678,73.8,82,9,10.42,clear sky
538,Sri Aman,MY,1.2376,111.4621,73.4,100,90,0.58,overcast clouds
539,Kavaratti,IN,10.5669,72.642,82.99,63,0,2.3,clear sky
540,Maldonado,UY,-34.6667,-54.9167,69.8,56,0,11.5,clear sky
541,Kletnya,RU,53.3897,33.2171,23.38,93,100,14.47,snow
542,Changji,CN,44.0167,87.3167,32.0,80,99,6.71,overcast clouds
543,Nueve De Julio,AR,-35.4444,-60.8831,80.01,34,0,1.01,clear sky
544,Mbini,GQ,1.574,9.6134,75.2,100,40,4.76,scattered clouds
545,Oistins,BB,13.0667,-59.5333,78.8,65,40,18.41,scattered clouds
546,Somerset,US,40.5668,-74.5496,64.4,19,1,12.66,clear sky
547,Lohmar,DE,50.8333,7.2167,45.0,70,40,10.36,scattered clouds
548,Isla Vista,US,34.4133,-119.861,59.0,63,1,17.27,clear sky
549,Zabol,AF,32.25,67.25,50.31,58,82,7.56,broken clouds
550,Boa Vista,BR,2.8197,-60.6733,80.6,69,75,8.05,broken clouds
551,Champerico,GT,14.3,-91.9167,89.6,66,40,11.5,scattered clouds
552,Prainha,BR,-1.8,-53.48,73.33,94,99,2.91,overcast clouds
553,Placido De Castro,BR,-10.3353,-67.1856,75.13,96,92,1.19,heavy intensity rain
554,Alta Floresta,BR,-9.8756,-56.0861,73.42,93,93,1.92,overcast clouds
555,Srednekolymsk,RU,67.45,153.6833,-9.45,95,99,5.44,overcast clouds
556,Kalmunai,LK,7.4167,81.8167,77.83,82,24,6.58,few clouds
557,Khasan,RU,42.4308,130.6434,35.02,67,73,1.63,broken clouds
558,Sisimiut,GL,66.9395,-53.6735,14.2,91,99,6.4,overcast clouds
559,Tazovskiy,RU,67.4667,78.7,7.29,92,100,22.53,light snow
560,Carutapera,BR,-1.195,-46.02,76.68,89,84,5.44,broken clouds
561,Jiayuguan,CN,39.8167,98.3,44.4,18,33,5.3,scattered clouds
562,Penarroya-Pueblonuevo,ES,38.3,-5.2667,50.0,71,0,2.3,clear sky
563,Port-Gentil,GA,-0.7193,8.7815,73.4,100,20,1.5,few clouds
564,Alice Springs,AU,-23.7,133.8833,75.2,78,75,6.91,light rain
565,Gumdag,TM,39.2061,54.5906,30.04,89,100,22.19,light snow
566,Bowen,AU,-20.0167,148.2333,77.0,94,75,5.75,broken clouds
567,Ciro Marina,IT,39.3732,17.126,48.2,81,0,9.22,clear sky
568,Lalibela,ET,12.0333,39.0333,63.43,50,0,5.95,clear sky
569,Pizarro,CO,4.9533,-77.366,78.73,79,74,5.97,broken clouds
570,Kumla,SE,59.1277,15.1434,39.2,81,75,10.36,broken clouds
571,Zelenogorskiy,RU,55.0333,87.0,1.4,71,0,6.71,clear sky
572,Vanavara,RU,60.34,102.2797,13.28,89,71,13.71,broken clouds
573,Teahupoo,PF,-17.8333,-149.2667,87.8,66,40,8.05,light rain
574,Ulagan,RU,50.6321,87.9563,20.46,72,53,4.0,broken clouds
575,San Jose,US,37.3394,-121.895,66.99,34,20,8.05,few clouds
576,Port Hedland,AU,-20.3167,118.5667,78.8,94,40,6.91,scattered clouds
577,Codrington,AU,-38.2667,141.9667,63.03,94,100,13.22,light rain
578,Kamina,CD,-8.7386,24.9906,64.87,92,100,1.16,overcast clouds
579,Vorukh,TJ,39.8494,70.5838,44.1,60,100,9.53,overcast clouds
580,Kieta,PG,-6.2167,155.6333,83.64,67,63,5.59,broken clouds
581,Gao,ML,16.6362,1.637,69.94,17,0,11.34,clear sky
582,Weihai,CN,37.5017,122.1136,41.85,71,70,6.64,broken clouds
583,Collie,AU,-33.3667,116.15,46.0,87,0,7.74,clear sky
584,Verbilki,RU,56.5333,37.6,19.4,68,100,17.9,snow
585,Mount Pleasant,US,32.7941,-79.8626,71.6,53,1,10.25,clear sky
586,Kadaya,RU,50.9327,119.2911,14.18,78,20,3.04,few clouds
587,Rocha,UY,-34.4833,-54.3333,63.36,82,54,7.0,broken clouds
588,Esna,EG,25.2934,32.554,64.4,39,0,3.44,clear sky
589,Emerald,AU,-23.5333,148.1667,79.0,73,15,9.22,few clouds
590,Berlevag,NO,70.8578,29.0864,23.0,74,75,13.8,light snow
591,Koulamoutou,GA,-1.1303,12.4736,68.54,99,94,1.41,overcast clouds
592,Tessalit,ML,20.1986,1.0114,62.87,38,0,9.26,clear sky
593,Tacoronte,ES,28.4769,-16.4102,61.0,93,20,2.3,few clouds
594,Amahai,ID,-3.3333,128.9167,81.0,93,70,2.1,broken clouds
595,Antofagasta,CL,-23.65,-70.4,71.6,68,40,12.66,scattered clouds
596,Tongliao,CN,43.6125,122.2653,32.47,59,6,4.38,clear sky
597,Kofele,ET,7.0667,38.7833,50.81,78,29,9.6,scattered clouds
598,Esso,RU,55.9333,158.7,7.09,85,97,7.65,overcast clouds
599,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,21.2,42,63,15.66,broken clouds
600,Khandyga,RU,62.6667,135.6,-4.99,82,100,3.98,overcast clouds
601,Sechelt,CA,49.4664,-123.7694,48.99,72,78,4.74,broken clouds
602,Sabha,LY,27.0377,14.4283,63.12,34,23,17.0,few clouds
603,Roebourne,AU,-20.7833,117.1333,84.74,63,7,3.11,clear sky
604,Rudraprayag,IN,30.2833,78.9833,60.19,34,100,3.76,overcast clouds
605,Buchanan,LR,5.8808,-10.0467,77.0,94,20,8.21,few clouds
606,Dondo,MZ,-19.6094,34.7431,78.8,83,40,6.91,scattered clouds
607,Surt,LY,31.2089,16.5887,57.18,64,25,9.17,scattered clouds
608,Nuuk,GL,64.1835,-51.7216,15.8,67,20,5.75,few clouds
609,Roald,NO,62.5833,6.1333,41.0,70,40,10.36,scattered clouds
610,Mecca,SA,21.4267,39.8261,77.04,39,0,4.9,clear sky
611,Padang,ID,-0.9492,100.3543,73.4,100,75,2.3,broken clouds
612,Katunino,RU,64.3862,40.6298,17.6,62,0,4.47,clear sky
613,Kontagora,NG,10.3999,5.4695,86.16,17,86,7.72,overcast clouds
614,Torbat-E Jam,IR,35.244,60.6225,54.95,75,98,13.69,overcast clouds
615,Rio Rancho,US,35.2334,-106.6645,66.99,6,0,13.0,clear sky
616,Waipawa,NZ,-41.4122,175.5153,62.6,51,75,8.05,broken clouds
617,San Policarpo,PH,12.1791,125.5072,79.12,85,73,5.3,broken clouds
618,Atambua,ID,-9.1061,124.8925,75.63,81,45,2.42,scattered clouds
619,Zheleznodorozhnyy,RU,55.7503,38.0042,21.2,63,100,13.42,light snow
620,Vao,NC,-22.6667,167.4833,77.23,77,28,18.52,scattered clouds
621,Imeni Poliny Osipenko,RU,52.4201,136.4853,19.58,88,53,9.57,broken clouds
622,Villa Maria,AR,-32.4075,-63.2402,78.37,43,99,2.46,overcast clouds
623,Goderich,CA,43.7501,-81.7165,32.0,64,40,17.27,scattered clouds
624,Hella,NO,67.2,14.4333,34.0,75,0,19.57,clear sky
625,Vilyuysk,RU,63.7553,121.6247,-3.19,99,98,3.91,overcast clouds
626,Cape Coast,GH,5.1053,-1.2466,81.59,84,100,9.26,light rain
627,Ambon,ID,-3.6954,128.1814,73.4,94,20,6.91,few clouds
628,Tarbagatay,RU,51.4803,107.3602,12.2,85,15,2.24,few clouds
629,Santa Maria,BR,-29.6842,-53.8069,71.6,60,0,3.44,clear sky
630,Pinheiro,BR,-2.5214,-45.0825,74.46,96,71,2.93,heavy intensity rain
631,Raleigh,US,35.7721,-78.6386,77.0,41,90,6.91,overcast clouds
632,Kamyshla,RU,54.1169,52.1426,2.79,97,1,5.39,clear sky
633,Bonavista,CA,48.6499,-53.1147,41.0,93,100,16.11,overcast clouds
634,Aklavik,CA,68.2191,-135.0107,-5.8,65,75,14.97,snow
635,Aykhal,RU,66.0,111.5,-3.21,100,100,7.29,overcast clouds
636,Shumskiy,RU,54.8318,99.1328,21.96,95,100,6.31,light snow
637,Makueni,KE,-1.8041,37.6203,62.74,76,9,2.44,clear sky
638,Iqaluit,CA,63.7506,-68.5145,-11.0,64,20,13.8,few clouds
639,Mlonggo,ID,-6.5333,110.7,78.8,89,40,4.61,scattered clouds
640,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,75.25,88,96,1.95,moderate rain
641,Jacqueville,CI,5.2052,-4.4146,80.6,94,20,5.75,few clouds
642,Liuhe,CN,42.2401,125.7172,39.78,90,100,3.44,moderate rain
643,Dourbali,TD,11.8091,15.8632,86.05,10,55,9.64,broken clouds
644,Bourges,FR,47.25,2.4167,46.4,81,90,18.41,overcast clouds
645,Taltal,CL,-25.4,-70.4833,67.35,85,21,3.65,few clouds
646,Santa Rosa,PH,14.3122,121.1114,77.0,83,90,3.44,overcast clouds
647,Durban,ZA,-29.8579,31.0292,75.99,88,40,4.61,scattered clouds
648,Nambucca Heads,AU,-30.65,153.0,81.0,73,17,10.36,few clouds
649,Mubende,UG,0.5606,31.39,68.65,53,65,0.56,broken clouds
650,Iberia,US,29.9502,-91.7507,78.8,57,75,12.66,broken clouds
651,Kilindoni,TZ,-7.9139,39.6668,80.53,71,1,7.25,clear sky
652,Kondinskoye,RU,59.6481,67.41,3.47,95,92,10.58,overcast clouds
653,Cervo,ES,43.6702,-7.4101,51.01,84,59,3.0,broken clouds
654,Asyut,EG,27.181,31.1837,60.8,41,0,10.36,clear sky
655,Tottori,JP,35.5,134.2333,50.0,93,75,27.63,mist
656,Wucheng,CN,29.6008,118.175,52.0,87,96,1.92,overcast clouds
657,Beloha,MG,-25.1667,45.05,73.18,73,0,16.11,clear sky
658,Narimanov,RU,46.6927,47.8498,14.0,67,0,8.95,clear sky
659,Maningrida,AU,-12.0667,134.2667,80.91,79,95,4.59,overcast clouds
660,Manvi,IN,15.9833,77.05,63.54,38,0,3.42,clear sky
661,Camocim,BR,-2.9022,-40.8411,77.7,87,99,10.89,overcast clouds
662,Shelburne,CA,44.0787,-80.2041,32.0,68,50,23.09,scattered clouds
663,Golpayegan,IR,33.4537,50.2884,37.26,80,87,6.71,overcast clouds
664,Lingyuan,CN,41.24,119.4011,36.75,90,69,2.75,broken clouds
665,Half Moon Bay,US,37.4636,-122.4286,64.4,76,1,13.8,haze
666,Ancona,IT,43.55,13.1667,55.4,82,75,13.8,broken clouds
667,Jumla,NP,29.2747,82.1838,43.97,52,100,4.0,overcast clouds
668,Macau,MO,22.2006,113.5461,69.8,88,40,14.97,scattered clouds
669,Olsztyn,PL,53.7799,20.4942,33.8,93,0,9.22,clear sky
670,Adzhamka,UA,48.5424,32.5354,31.59,97,100,14.38,light snow
671,Bahar,IR,34.9072,48.4414,31.75,95,100,11.79,snow
672,Kimbe,PG,-5.5502,150.1429,85.03,71,27,0.2,scattered clouds
673,Nabire,ID,-3.3667,135.4833,76.3,90,98,2.89,overcast clouds
674,Biltine,TD,14.5333,20.9167,85.78,7,75,20.87,broken clouds
675,Nangwa,TZ,-4.4667,35.45,55.09,75,98,4.38,overcast clouds
676,Fuyu,CN,45.1833,124.8167,31.62,48,43,2.48,scattered clouds
677,Bagotville,AU,-28.9833,153.4167,73.99,88,75,3.44,broken clouds
678,Dharchula,IN,29.85,80.5333,56.61,34,100,5.95,overcast clouds
679,Caravelas,BR,-17.7125,-39.2481,73.96,80,0,5.93,clear sky
680,Sooke,CA,48.3746,-123.7276,51.01,52,41,4.61,scattered clouds
681,Broken Hill,AU,-31.95,141.4333,80.6,36,15,10.36,few clouds
682,Olden,NO,61.8364,6.8064,37.4,87,75,8.05,broken clouds
683,Bubaque,GW,11.2833,-15.8333,78.87,63,0,10.87,clear sky
684,Isangel,VU,-19.55,169.2667,80.6,83,75,5.75,broken clouds
685,Perpignan,FR,42.75,2.75,51.01,50,40,6.91,scattered clouds
686,Ceres,US,37.5949,-120.9577,63.0,44,1,3.44,clear sky
687,Margate,GB,51.3813,1.3862,46.0,70,100,8.01,overcast clouds
688,Boyolangu,ID,-8.1181,111.8935,73.92,85,97,2.51,overcast clouds
689,Domoni,KM,-12.2569,44.5319,79.23,80,69,2.8,broken clouds
690,Chapais,CA,49.7834,-74.8492,17.6,79,90,12.66,light snow
691,Nexo,DK,55.0607,15.1306,41.0,87,90,18.41,overcast clouds
692,Toora-Khem,RU,52.4675,96.11,23.81,88,99,3.24,overcast clouds
693,Golden,US,39.7555,-105.2211,44.01,70,90,5.75,overcast clouds
694,Jalu,LY,29.0331,21.5482,56.26,36,55,5.73,broken clouds
695,Puerto Carreno,CO,6.189,-67.4859,90.45,41,88,11.3,overcast clouds
696,Fare,PF,-16.7,-151.0167,83.16,67,93,4.23,overcast clouds
697,Bauru,BR,-22.3147,-49.0606,72.64,71,17,2.24,few clouds
